owner_id,owner_kind,owner_role,canonical_name,source_entity_id,owner_fund_id,parent_owner_id,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,decision_id,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
OWNER_FUND_0576,fund,REPORTING_FUND,"H.I.G. Bayside Debt & LBO Fund II, L.P.",FUND_0576,FUND_0576,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Bayside Debt & LBO Fund II, L.P. / Cost",,ACTIVE,
OWNER_FUND_0577,fund,REPORTING_FUND,"H.I.G. Capital Partners IV, L.P.",FUND_0577,FUND_0577,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Capital Partners IV, L.P. / Cost",,ACTIVE,
OWNER_FUND_0578,fund,REPORTING_FUND,"H.I.G. Capital Partners V, L.P.",FUND_0578,FUND_0578,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Capital Partners V, L.P. / Cost",,ACTIVE,
OWNER_FUND_0579,fund,REPORTING_FUND,"H.I.G. Growth Buyouts & Equity Fund II, L.P.",FUND_0579,FUND_0579,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Growth Buyouts & Equity Fund II, L.P. / Cost",,ACTIVE,
OWNER_FUND_0580,fund,REPORTING_FUND,Halderman Farmland Separate Account,FUND_0580,FUND_0580,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,Investment Detail / Halderman Farmland Separate Account / 1 Year,,ACTIVE,
OWNER_FUND_0581,fund,REPORTING_FUND,"Halifax Capital Partners IV, L.P.",FUND_0581,FUND_0581,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Halifax Capital Partners IV, L.P. / Cost",,ACTIVE,
OWNER_FUND_0582,fund,REPORTING_FUND,"Halifax Capital Partners V, L.P.",FUND_0582,FUND_0582,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / Halifax Capital Partners V, L.P. / Cost",,ACTIVE,
OWNER_FUND_0583,fund,REPORTING_FUND,Hamilton Lane-Carpenters Partnership Fund IV L.P.,FUND_0583,FUND_0583,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Hamilton Lane-Carpenters Partnership Fund IV L.P. / Cost,,ACTIVE,
OWNER_FUND_0584,fund,REPORTING_FUND,Hamilton Lane-Carpenters Partnership Fund V L.P.,FUND_0584,FUND_0584,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Hamilton Lane-Carpenters Partnership Fund V L.P. / Cost,,ACTIVE,
OWNER_FUND_0585,fund,REPORTING_FUND,"Hammes Income & Growth Healthcare Fund, L.P.",FUND_0585,FUND_0585,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,"Real Estate Portfolio / Hammes Income & Growth Healthcare Fund, L.P. / Capital Commitment",,ACTIVE,
OWNER_FUND_0586,fund,REPORTING_FUND,"Hammes Partners II, L.P.",FUND_0586,FUND_0586,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,9,"Investment Detail / Hammes Partners II, L.P. / 1 Year",,ACTIVE,
OWNER_FUND_0587,fund,REPORTING_FUND,"Hammes Partners III, L.P.",FUND_0587,FUND_0587,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,9,"Investment Detail / Hammes Partners III, L.P. / 1 Year",,ACTIVE,
OWNER_FUND_0588,fund,REPORTING_FUND,Hampstead I,FUND_0588,FUND_0588,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Hampstead I / Capital Commitment,,ACTIVE,
OWNER_FUND_0589,fund,REPORTING_FUND,Hampstead II,FUND_0589,FUND_0589,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Hampstead II / Capital Commitment,,ACTIVE,
OWNER_FUND_0590,fund,REPORTING_FUND,Hampstead III,FUND_0590,FUND_0590,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Hampstead III / Capital Commitment,,ACTIVE,
OWNER_FUND_0591,fund,REPORTING_FUND,"Hancock GLC Farms, LLC",FUND_0591,FUND_0591,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,"Investment Detail / Hancock GLC Farms, LLC / 1 Year",,ACTIVE,
OWNER_FUND_0592,fund,REPORTING_FUND,HANNATHON CIV LP,FUND_0592,FUND_0592,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC356,5,Economically Targeted Investments / HANNATHON CIV LP / Market Value,,ACTIVE,
OWNER_FUND_0593,fund,REPORTING_FUND,"Harbert Gulf Pacific Power, LLC (HGPP)",FUND_0593,FUND_0593,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Gulf Pacific Power, LLC (HGPP) / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0594,fund,REPORTING_FUND,"Harbert Infrastructure Fund VI, L.P.",FUND_0594,FUND_0594,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Infrastructure Fund VI, L.P. / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0595,fund,REPORTING_FUND,"Harbert Power Fund V, L.P. (HPF V)",FUND_0595,FUND_0595,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Power Fund V, L.P. (HPF V) / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0596,fund,REPORTING_FUND,Harrison Street Core Property Fund Co-Investment,FUND_0596,FUND_0596,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street Core Property Fund Co-Investment / Capital Commitment,,ACTIVE,
OWNER_FUND_0597,fund,REPORTING_FUND,"Harrison Street Core Property Fund, LP",FUND_0597,FUND_0597,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,"Real Estate Portfolio / Harrison Street Core Property Fund, LP / Capital Commitment",,ACTIVE,
OWNER_FUND_0598,fund,REPORTING_FUND,Harrison Street Life Science Core,FUND_0598,FUND_0598,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,3,Separate Accounts / Harrison Street Life Science Core / Fair Market Value,,ACTIVE,
OWNER_FUND_0599,fund,REPORTING_FUND,Harrison Street Life Science Non-Core,FUND_0599,FUND_0599,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street Life Science Non-Core / Capital Commitment,,ACTIVE,
OWNER_FUND_0600,fund,REPORTING_FUND,Harrison Street Life Science SMA Account,FUND_0600,FUND_0600,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,3,Separate Accounts / Harrison Street Life Science SMA Account / Fair Market Value,,ACTIVE,
OWNER_FUND_0601,fund,REPORTING_FUND,Harrison Street Real Estate Partners IX,FUND_0601,FUND_0601,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street Real Estate Partners IX / Capital Commitment,,ACTIVE,
OWNER_FUND_0602,fund,REPORTING_FUND,Harrison Street Real Estate Partners V-A,FUND_0602,FUND_0602,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street Real Estate Partners V-A / Capital Commitment,,ACTIVE,
OWNER_FUND_0603,fund,REPORTING_FUND,Harrison Street REP V Co-Investment,FUND_0603,FUND_0603,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street REP V Co-Investment / Capital Commitment,,ACTIVE,
OWNER_FUND_0604,fund,REPORTING_FUND,Harrison Street REP VIII,FUND_0604,FUND_0604,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Harrison Street REP VIII / Capital Commitment,,ACTIVE,
OWNER_FUND_0605,fund,REPORTING_FUND,Harrison Street SIF Co-Investment I,FUND_0605,FUND_0605,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Harrison Street SIF Co-Investment I / Capital Commitment,,ACTIVE,
OWNER_FUND_0606,fund,REPORTING_FUND,Harrison Street Social Infrastructure Fund,FUND_0606,FUND_0606,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Harrison Street Social Infrastructure Fund / Capital Commitment,,ACTIVE,
OWNER_FUND_0607,fund,REPORTING_FUND,Harvest MLP,FUND_0607,FUND_0607,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,Investment Detail / Harvest MLP / 1 Year,,ACTIVE,
OWNER_FUND_0608,fund,REPORTING_FUND,"Harvest Partners Structured Capital Fund II, L.P.",FUND_0608,FUND_0608,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund II, L.P. / Cost",,ACTIVE,
OWNER_FUND_0609,fund,REPORTING_FUND,"Harvest Partners Structured Capital Fund III, L.P.",FUND_0609,FUND_0609,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund III, L.P. / Cost",,ACTIVE,
OWNER_FUND_0610,fund,REPORTING_FUND,"Harvest Partners Structured Capital Fund, L.P.",FUND_0610,FUND_0610,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund, L.P. / Cost",,ACTIVE,
OWNER_FUND_0611,fund,REPORTING_FUND,"HC Green Development Fund, L.P.",FUND_0611,FUND_0611,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / HC Green Development Fund, L.P. / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0612,fund,REPORTING_FUND,HC LTH LLC,FUND_0612,FUND_0612,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / HC LTH LLC / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0613,fund,REPORTING_FUND,"HCB Interests II, L.P.",FUND_0613,FUND_0613,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / HCB Interests II, L.P. / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0614,fund,REPORTING_FUND,"HCI Equity Partners EV I, L.P.",FUND_0614,FUND_0614,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / HCI Equity Partners EV I, L.P. / Cost",,ACTIVE,
OWNER_FUND_0615,fund,REPORTING_FUND,"HCI Equity Partners IV, L.P.",FUND_0615,FUND_0615,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / HCI Equity Partners IV, L.P. / Cost",,ACTIVE,
OWNER_FUND_0616,fund,REPORTING_FUND,"Hearthstone Housing Partners II, LLC",FUND_0616,FUND_0616,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Hearthstone Housing Partners II, LLC / Ending Market Value (MM)",,ACTIVE,
OWNER_FUND_0617,fund,REPORTING_FUND,"Heartwood Partners II, LP",FUND_0617,FUND_0617,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Heartwood Partners II, LP / Cost",,ACTIVE,
OWNER_FUND_0618,fund,REPORTING_FUND,"Heitman America Real Estate Trust, L.P.",FUND_0618,FUND_0618,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,"Real Estate Portfolio / Heitman America Real Estate Trust, L.P. / Capital Commitment",,ACTIVE,
OWNER_FUND_0619,fund,REPORTING_FUND,"Hellman & Friedman Capital Partners IX (Parallel), L.P.",FUND_0619,FUND_0619,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners IX (Parallel), L.P. / Cost",,ACTIVE,
OWNER_FUND_0620,fund,REPORTING_FUND,"Hellman & Friedman Capital Partners VII (Parallel), L.P.",FUND_0620,FUND_0620,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners VII (Parallel), L.P. / Cost",,ACTIVE,
OWNER_FUND_0621,fund,REPORTING_FUND,"Hellman & Friedman Capital Partners VII, L.P.",FUND_0621,FUND_0621,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners VII, L.P. / Cost",,ACTIVE,
OWNER_FUND_0622,fund,REPORTING_FUND,"Hellman & Friedman Capital Partners X (Parallel), L.P.",FUND_0622,FUND_0622,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners X (Parallel), L.P. / Cost",,ACTIVE,
OWNER_FUND_0623,fund,REPORTING_FUND,"Hellman & Friedman Capital Partners XI (Parallel), L.P.",FUND_0623,FUND_0623,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners XI (Parallel), L.P. / Fair Value",,ACTIVE,
OWNER_FUND_0624,fund,REPORTING_FUND,Heritage Fields Capital,FUND_0624,FUND_0624,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Heritage Fields Capital / Capital Commitment,,ACTIVE,
OWNER_FUND_0625,fund,REPORTING_FUND,"HFCP VII (Parallel-A), L.P.",FUND_0625,FUND_0625,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / HFCP VII (Parallel-A), L.P. / Cost",,ACTIVE,
OWNER_FUND_0626,fund,REPORTING_FUND,Hg Genesis 7 C L.P.,FUND_0626,FUND_0626,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Hg Genesis 7 C L.P. / Cost,,ACTIVE,
OWNER_FUND_0627,fund,REPORTING_FUND,Hg Genesis 7 E L.P.,FUND_0627,FUND_0627,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Hg Genesis 7 E L.P. / Cost,,ACTIVE,
OWNER_FUND_0628,fund,REPORTING_FUND,Highstar Capital Fund IV,FUND_0628,FUND_0628,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Highstar Capital Fund IV / Capital Commitment,,ACTIVE,
OWNER_FUND_0629,fund,REPORTING_FUND,"HighVista Private Equity VIII (Offshore), L.P.",FUND_0629,FUND_0629,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / HighVista Private Equity VIII (Offshore), L.P. / Cost",,ACTIVE,
OWNER_FUND_0630,fund,REPORTING_FUND,HighYield Opportunities Fund,FUND_0630,FUND_0630,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC107,13,MANAGER TRACK RECORD / Number of portfolios/accounts managed by the company / UNLABELED_COLUMN_1,,ACTIVE,
OWNER_FUND_0631,fund,REPORTING_FUND,"Hildred Perennial Partners I, LP",FUND_0631,FUND_0631,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Hildred Perennial Partners I, LP / Cost",,ACTIVE,
OWNER_FUND_0632,fund,REPORTING_FUND,"Hines European Development Fund, L.P.",FUND_0632,FUND_0632,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Hines European Development Fund, L.P. / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0633,fund,REPORTING_FUND,Hines US Office Value Add Fund II,FUND_0633,FUND_0633,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Hines US Office Value Add Fund II / Capital Commitment,,ACTIVE,
OWNER_FUND_0634,fund,REPORTING_FUND,Homestead Capital USA Farmland Fund II,FUND_0634,FUND_0634,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Homestead Capital USA Farmland Fund II / Capital Commitment,,ACTIVE,
OWNER_FUND_0635,fund,REPORTING_FUND,HPE Continuation Fund I C.V.,FUND_0635,FUND_0635,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / HPE Continuation Fund I C.V. / Cost,,ACTIVE,
OWNER_FUND_0636,fund,REPORTING_FUND,"Icon Partners II, L.P.",FUND_0636,FUND_0636,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Icon Partners II, L.P. / Cost",,ACTIVE,
OWNER_FUND_0637,fund,REPORTING_FUND,"Icon Partners III, L.P.",FUND_0637,FUND_0637,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,"Consolidated Schedule of Investments / Icon Partners III, L.P. / Cost",,ACTIVE,
OWNER_FUND_0638,fund,REPORTING_FUND,"IFM Global Infrastructure (U.S), L.P.",FUND_0638,FUND_0638,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / IFM Global Infrastructure (U.S), L.P. / Ending Market Value (MM)",,ACTIVE,
OWNER_FUND_0639,fund,REPORTING_FUND,IIF Hedged LP,FUND_0639,FUND_0639,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IIF Hedged LP / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0640,fund,REPORTING_FUND,IL & FS India Realty Fund,FUND_0640,FUND_0640,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / IL & FS India Realty Fund / Capital Commitment,,ACTIVE,
OWNER_FUND_0641,fund,REPORTING_FUND,IL & FS India Realty Fund II,FUND_0641,FUND_0641,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / IL & FS India Realty Fund II / Capital Commitment,,ACTIVE,
OWNER_FUND_0642,fund,REPORTING_FUND,IMI - Base,FUND_0642,FUND_0642,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMI - Base / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0643,fund,REPORTING_FUND,IMP - Base,FUND_0643,FUND_0643,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - Base / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0644,fund,REPORTING_FUND,IMP - DT 2012 and Beyond,FUND_0644,FUND_0644,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - DT 2012 and Beyond / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0645,fund,REPORTING_FUND,IMP - ICMI,FUND_0645,FUND_0645,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP - ICMI / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0646,fund,REPORTING_FUND,IMP Abaca,FUND_0646,FUND_0646,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP Abaca / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0647,fund,REPORTING_FUND,IMP DT 2020,FUND_0647,FUND_0647,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP DT 2020 / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0648,fund,REPORTING_FUND,"IMP Fairmont Residential Owner, LLC",FUND_0648,FUND_0648,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / IMP Fairmont Residential Owner, LLC / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0649,fund,REPORTING_FUND,Insight Equity I LP,FUND_0649,FUND_0649,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Insight Equity I LP / Cost,,ACTIVE,
OWNER_FUND_0650,fund,REPORTING_FUND,Insight Equity II LP,FUND_0650,FUND_0650,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,4,Consolidated Schedule of Investments / Insight Equity II LP / Cost,,ACTIVE,
