lineage_id,target_table,target_record_id,target_field,target_value,provenance_type,source_table,source_record_id,source_document_id,source_anchor,formula_id,synthetic_parameter_set_id,imputation_method,precedence,notes
LIN_DB58FC5639D7AD34C042,benchmark_returns,RET_SPY_19930201,*row,0.0071125790028,DERIVED,benchmark_return_candidates,RET_SPY_19930201,PMKT_07BB7F4215B1F6A8,data/public_markets/staging/benchmark_return_candidates.csv:RET_SPY_19930201; rights_status=DEMONSTRATION_ONLY; use_status=DEMO_PROXY_ONLY,PUBLIC_MARKET_CANDIDATE_PROMOTION_V1,,,PUBLIC_DEMO_PROXY,Candidate return is unchanged; policy restricts it to demonstration use.
LIN_8D50E091B16B708DAD58,fund_periods,FPRINT_BB47812A1453C0B54F0B,recallable_distributions_itd,0.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_AD38E81B9BF9D7397B5C,fund_periods,FPRINT_BB47812A1453C0B54F0B,dpi,0.0630291627,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_1165046CC7860E27168D,fund_periods,FPRINT_BB47812A1453C0B54F0B,rvpi,2.1373471308,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_2FEC96645998D688774E,fund_periods,FPRINT_BB47812A1453C0B54F0B,tvpi,2.2003762935,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_CA214847DC3EB8512DB1,fund_periods,FPRINT_BB47812A1453C0B54F0B,calculated_irr,0.1253551504,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_2B63F1490A1C34EEB6D9,fund_periods,FPRINT_BB47812A1453C0B54F0B,beginning_nav,209024000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_8A708D011351F9A69E3B,fund_periods,FPRINT_BB47812A1453C0B54F0B,contributions_period,3189000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_82AE7B91176AB68EBC8A,fund_periods,FPRINT_BB47812A1453C0B54F0B,distributions_period,268000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_D7DA95DF2658D40B0B21,fund_periods,FPRINT_BB47812A1453C0B54F0B,realized_gain_period,7766712.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_C829FD92A9096A9D1C26,fund_periods,FPRINT_BB47812A1453C0B54F0B,unrealized_gain_period,5680000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_8FC3B03CF04DDDF4BE6D,fund_periods,FPRINT_BB47812A1453C0B54F0B,net_income_period,2508288.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_AB269963BA87D3126919,fund_periods,FPRINT_BB47812A1453C0B54F0B,management_fee_period,600000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_427EA8F8FC3A551EEBE1,fund_periods,FPRINT_BB47812A1453C0B54F0B,other_expenses_period,100000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_2B88F441B3486EC2B348,fund_periods,FPRINT_BB47812A1453C0B54F0B,ending_nav,227200000.000000,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_774C5B31723252938E1F,fund_periods,FPRINT_BB47812A1453C0B54F0B,period_return,0.0729820499,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_5B9034D0CABBFB138E06,fund_periods,FPRINT_BB47812A1453C0B54F0B,benchmark_return,0.2038617761,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_E10ABAD3D8608EB440B9,fund_periods,FPRINT_BB47812A1453C0B54F0B,fund_size,449005098.945460,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_73201A5B2A6A06B34015,fund_periods,FPRINT_BB47812A1453C0B54F0B,vintage_year,2018,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_639B2B0DB94E4502B784,fund_periods,FPRINT_BB47812A1453C0B54F0B,strategy,Buyout,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_E646143991B2AA15E29F,fund_periods,FPRINT_BB47812A1453C0B54F0B,sub_strategy,Buyout,SYNTHETIC,fund_periods,FP_f407b00de720764d,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_1D0671AF5E5B25F63657,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,commitment,462255362.425319,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_58FFB31FB2D5B81B7C39,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,paid_in_capital_itd,433127194.655527,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_30D0A9B6526D257F5A74,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,distributions_itd,86092013.927124,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_45AC0BD546C7B9B6E10D,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,nav,420488995.485182,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_DBBA73E9C8934787FE2B,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,unfunded_commitment,29128167.769792,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_C1FD2EF261FE89519F74,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,recallable_distributions_itd,0.000000,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_D4AE3EA916EC5077F710,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,dpi,0.1987684334,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_3C5879AB0470C5934C67,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,rvpi,0.9708210444,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_A1EFF28B5ABBB24DCC35,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,tvpi,1.1695894778,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_D9B9E95526CAA4A0BC7C,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,calculated_irr,0.0622362808,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_AD1A3944B8B255942C2E,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,beginning_nav,386849875.846368,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_247ABB26ACF633C09975,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,contributions_period,12993815.839666,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_DD2DCE0A0CE1C04D8F2F,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,distributions_period,3443680.557085,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_C1F146B59EBA8FB84751,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,realized_gain_period,10552454.727436,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_0EDFAD5BC892AE4786B9,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,unrealized_gain_period,10512224.887130,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_D51C211C2F2CC912F6E2,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,net_income_period,4642198.510156,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_36A4D4ACF7743D291CF8,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,management_fee_period,1386766.087276,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_99B7B60E0CEF56B152DA,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,other_expenses_period,231127.681213,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_9A270F5F96B09CAC6F02,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,ending_nav,420488995.485182,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_AF6C5F84D23C81A65287,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,period_return,0.0622695931,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_A0E1B8A0F9C32DDF2C66,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,benchmark_return,0.2038617761,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_3D127952B83C0268A75F,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,fund_size,462255362.425319,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_26C4C55FC3CED1615976,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,vintage_year,2023,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_E4BA5F9A028465996076,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,strategy,Real Estate,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_6429BE3C8DE04A3FC8C3,fund_periods,FPRINT_D70ED8DFEE67440FD8E8,sub_strategy,Diversified Real Estate,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_7DB05D69D942AA5E1C51,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,commitment,350768387.056463,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_49C9F0F5E6DC55DDF69E,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,paid_in_capital_itd,343753019.315334,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_1A6B0FCA64B4538335D9,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,distributions_itd,333738515.992217,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_4A061F2CBD41D99B950A,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,nav,98343807.366167,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_5467ACA9D0A7318BEABF,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,unfunded_commitment,7015367.741129,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_36F558766ECC7CFA9F45,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,recallable_distributions_itd,0.000000,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_63CFEAFB238B277E2FBD,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,dpi,0.9708671553,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_A38598D40C7230FD09CA,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,rvpi,0.2860885631,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_1E712BC5855CB7A9EA1D,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,tvpi,1.2569557184,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_DEF93299B3E106DD1464,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,calculated_irr,0.0183579778,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_519320759A31B8C27D95,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,beginning_nav,90476302.776874,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_D6E09A1B69CCD7C7C6FC,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,contributions_period,10312590.579460,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_51ACF07FD2FFCA0F9487,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,distributions_period,13349540.639689,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_BFF2CF209BEA360FEB07,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,realized_gain_period,8587833.186743,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_38526AF7C1DE0F159F3C,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,unrealized_gain_period,2458595.184154,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
LIN_62A30DC49F58DA87E6E1,fund_periods,FPRINT_0475A5B6BFEA6F4E6495,net_income_period,1085715.633322,SYNTHETIC,fund_periods,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,INTEGRATED_COMPLETION_V1,DETERMINISTIC_SAME_FUND_COMPLETION_V1,EXTRACTED_THEN_DERIVED_THEN_SYNTHETIC,This is a new analytical-period cell; no extracted cell was overwritten.
