"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_2585A6DD05CFCE2AB6EC7B44","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_11D63B08ED8F0A610BA48B62","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_7EC027DCB075DB8EEFDA4727","MERGE","the printed column header in this table is Smooth Expected Rate of Return; B took Smoothed Expected Rate of Return from the footnote's wording instead. The Total Investment Portfolio Fair Value column is the plan's stated total assets, so aum (A), not fair_value (B). currency_scale drops the enclosing parentheses of the printed (dollars in millions). Values keep the printed % and $ with the gap closed (A). source_section and subject_name Total Investment Portfolio, the name this page's own column header prints, are B's; A imported Utah Retirement Investment Fund from page 1.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","Defined Benefit Investments (Continued)","10-Year Total Pension Investment Rates of Return","2019","Total Investment Portfolio Fair Value","1","portfolio","Total Investment Portfolio","","","","","","","","","","December 31, 2019","","dollars in millions","aum","Total Investment Portfolio Fair Value","35,612","","","","","","2019 35,612 7.08 14.45 6.95 13.80","actual","","",""
"PAIR_D2F02CD8A6D5E9AE39A8C320","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_861CE889B0A3DA0069C84CB3","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AE9785956C7085EC7D9061BC","MERGE","the printed column header in this table is Smooth Expected Rate of Return; B took Smoothed Expected Rate of Return from the footnote's wording instead. The Total Investment Portfolio Fair Value column is the plan's stated total assets, so aum (A), not fair_value (B). currency_scale drops the enclosing parentheses of the printed (dollars in millions). Values keep the printed % and $ with the gap closed (A). source_section and subject_name Total Investment Portfolio, the name this page's own column header prints, are B's; A imported Utah Retirement Investment Fund from page 1.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","Defined Benefit Investments (Continued)","10-Year Total Pension Investment Rates of Return","2020","Total Investment Portfolio Fair Value","1","portfolio","Total Investment Portfolio","","","","","","","","","","December 31, 2020","","dollars in millions","aum","Total Investment Portfolio Fair Value","39,308","","","","","","2020 39,308 9.58 12.96 6.95 12.64","actual","","",""
"PAIR_2C08C7DEB67C345D3BDA21A3","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_C4D64DF108DE1E4203777E18","ACCEPT_B","B is source-correct on both differing fields: it carries the printed running section heading that A left blank, and it names the subject Total Investment Portfolio as this table's own column header prints it, where A imported Utah Retirement Investment Fund from page 1. Value agreed by both lanes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_8E5D82A7CDB983E3B58D16D7","MERGE","the printed column header in this table is Smooth Expected Rate of Return; B took Smoothed Expected Rate of Return from the footnote's wording instead. The Total Investment Portfolio Fair Value column is the plan's stated total assets, so aum (A), not fair_value (B). currency_scale drops the enclosing parentheses of the printed (dollars in millions). Values keep the printed % and $ with the gap closed (A). source_section and subject_name Total Investment Portfolio, the name this page's own column header prints, are B's; A imported Utah Retirement Investment Fund from page 1.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","3","TABLE","Defined Benefit Investments (Continued)","10-Year Total Pension Investment Rates of Return","2021","Total Investment Portfolio Fair Value","1","portfolio","Total Investment Portfolio","","","","","","","","","","December 31, 2021","","dollars in millions","aum","Total Investment Portfolio Fair Value","45,538","","","","","","2021 45,538 11.52 17.46 6.85 17.28","actual","","",""
"PAIR_C5EE79B9ABB825A9608E8F73","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3 Month Treasury Bills","1 Year","1","benchmark","3 Month Treasury Bills","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","0.05","%","","","","","3 Month Treasury Bills 0.05 0.99 1.14 0.63","actual","","",""
"PAIR_E52F953CCE0C42184FD9254E","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3 Month Treasury Bills","10 Year","1","benchmark","3 Month Treasury Bills","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","0.63","%","","","","","3 Month Treasury Bills 0.05 0.99 1.14 0.63","actual","","",""
"PAIR_19A149A0583A2EBD8B69B42F","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3 Month Treasury Bills","3 Year","1","benchmark","3 Month Treasury Bills","","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","0.99","%","","","","","3 Month Treasury Bills 0.05 0.99 1.14 0.63","actual","","",""
"PAIR_5F763BEEC1C5A43D333643A9","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3 Month Treasury Bills","5 Year","1","benchmark","3 Month Treasury Bills","","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","1.14","%","","","","","3 Month Treasury Bills 0.05 0.99 1.14 0.63","actual","","",""
"PAIR_73ECE376DAA025C00264D2E6","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3-month Treasury Bills + 5.0%","1 Year","1","benchmark","3-month Treasury Bills + 5.0%","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","5.05","%","","","","","3-month Treasury Bills + 5.0% 5.05 5.99 6.14 5.63","actual","","",""
"PAIR_9D696D045F99F982F290E26C","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3-month Treasury Bills + 5.0%","10 Year","1","benchmark","3-month Treasury Bills + 5.0%","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","5.63","%","","","","","3-month Treasury Bills + 5.0% 5.05 5.99 6.14 5.63","actual","","",""
"PAIR_2AC965948B0DA410556AAA44","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3-month Treasury Bills + 5.0%","3 Year","1","benchmark","3-month Treasury Bills + 5.0%","","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","5.99","%","","","","","3-month Treasury Bills + 5.0% 5.05 5.99 6.14 5.63","actual","","",""
"PAIR_FA0EC2FD7D0A2D8AC454E6B4","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","3-month Treasury Bills + 5.0%","5 Year","1","benchmark","3-month Treasury Bills + 5.0%","","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","6.14","%","","","","","3-month Treasury Bills + 5.0% 5.05 5.99 6.14 5.63","actual","","",""
"PAIR_0FC088B2113F0C4D69E1AE86","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Absolute Return","1 Year","1","asset_class","Absolute Return","Absolute Return","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","7.95","%","","","","","Absolute Return 7.95 7.11 5.80 5.56","actual","","",""
"PAIR_CF5A920E4207E482350E8B10","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Absolute Return","10 Year","1","asset_class","Absolute Return","Absolute Return","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","5.56","%","","","","","Absolute Return 7.95 7.11 5.80 5.56","actual","","",""
"PAIR_64861F989F4A8F31DCA9546B","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Absolute Return","3 Year","1","asset_class","Absolute Return","Absolute Return","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","7.11","%","","","","","Absolute Return 7.95 7.11 5.80 5.56","actual","","",""
"PAIR_5601EEB9571CD00194611CBC","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Absolute Return","5 Year","1","asset_class","Absolute Return","Absolute Return","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","5.80","%","","","","","Absolute Return 7.95 7.11 5.80 5.56","actual","","",""
"PAIR_61F8B94B6059C85FA205F016","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","CAI Public Fund — Very Large Database Median","1 Year","1","peer_group","CAI Public Fund — Very Large Database Median","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","16.28","%","","","","","CAI Public Fund — Very Large Database Median 16.28 15.00 11.53 10.07","actual","","",""
"PAIR_91B1F0945F300DB871DA79A7","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","CAI Public Fund — Very Large Database Median","10 Year","1","peer_group","CAI Public Fund — Very Large Database Median","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","10.07","%","","","","","CAI Public Fund — Very Large Database Median 16.28 15.00 11.53 10.07","actual","","",""
"PAIR_AF1C39EFCC4227B9451C252C","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","CAI Public Fund — Very Large Database Median","3 Year","1","peer_group","CAI Public Fund — Very Large Database Median","","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","15.00","%","","","","","CAI Public Fund — Very Large Database Median 16.28 15.00 11.53 10.07","actual","","",""
"PAIR_AC62BF3EDDBF1FAB99239146","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","CAI Public Fund — Very Large Database Median","5 Year","1","peer_group","CAI Public Fund — Very Large Database Median","","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","11.53","%","","","","","CAI Public Fund — Very Large Database Median 16.28 15.00 11.53 10.07","actual","","",""
"PAIR_8D65BE968916058694C8A138","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","FSTE Global All Cap Net Index","1 Year","1","benchmark","FSTE Global All Cap Net Index","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","18.06","%","","","","","FSTE Global All Cap Net Index 18.06 20.15 14.05 11.98","actual","","",""
"PAIR_90922365E95FA1765D52D1FE","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","FSTE Global All Cap Net Index","10 Year","1","benchmark","FSTE Global All Cap Net Index","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","11.98","%","","","","","FSTE Global All Cap Net Index 18.06 20.15 14.05 11.98","actual","","",""
"PAIR_2D163FE1C1BC87F6296AF933","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","FSTE Global All Cap Net Index","3 Year","1","benchmark","FSTE Global All Cap Net Index","","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","20.15","%","","","","","FSTE Global All Cap Net Index 18.06 20.15 14.05 11.98","actual","","",""
"PAIR_FCE502A65087F294AD98A007","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","FSTE Global All Cap Net Index","5 Year","1","benchmark","FSTE Global All Cap Net Index","","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","14.05","%","","","","","FSTE Global All Cap Net Index 18.06 20.15 14.05 11.98","actual","","",""
"PAIR_6FD4AE16A127D7DB75E7CF5F","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Fund Benchmark","1 Year","1","benchmark","Fund Benchmark","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","0.21","%","","","","","Fund Benchmark 0.21 5.46 4.00 3.41","actual","","",""
"PAIR_43B1D050D5B7639ABD20642C","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Fund Benchmark","1 Year","2","benchmark","Fund Benchmark","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","12.63","%","","","","","Fund Benchmark 12.63 14.59 10.93 9.43","actual","","",""
"PAIR_C17B604868AFA33EC97DAADC","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Fund Benchmark","10 Year","1","benchmark","Fund Benchmark","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","3.41","%","","","","","Fund Benchmark 0.21 5.46 4.00 3.41","actual","","",""
"PAIR_ECF0BFEE5A126676CC1D1C62","MERGE","the table's rows are entities and its columns are periods, so metric_name takes the table's own printed title Comparative Investment Results; neither A's Return nor B's Comparative Return is printed. CAI Public Fund Very Large Database Median is a peer universe median, so peer_group (A); Inflation is a reference series rather than any row's benchmark, so market_series (A); 3 Month Treasury Bills is the comparative index for Short Term, so benchmark (B). The Global Equity row prints the % on all four of its cells and B dropped it. source_section and asset_class are B's, both printed and both blank in A.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","Fund Benchmark","10 Year","2","benchmark","Fund Benchmark","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","9.43","%","","","","","Fund Benchmark 12.63 14.59 10.93 9.43","actual","","",""
